text,actionable
Коллоквиум №3:\nДата : 28.12 (досдача),1
Лабораторная работа №2\nДата - 18.11\nДМ,1
Отмена типовые расчёты по Алгоритмы и структуры данных сегодня,0
Сегодня  будет запись на сдачу коллок по Дискретная математика,0
переносится типовики по дискретная мат. на след. неделю,0
Лаба:\nДата : 03.10 (досдача)\nИнструментальные средства разработки ПО,1
Защита Типовой расчёт:\nОсновы программирования\nДата - 11.03,1
Лаба:\nИнструментальные средства разработки ПО\nДата : 22.04 (досрок),1
перенос по расписанию лаб. работа по ИСРПО на завтра,0
Досдача Коллоквиум №2 и №3:\nИСРПО\nдата: 28.5 (досдача),1
переносится лаб. работа по Алгоритмы и структуры данных на завтра,0
Коллок. №3\nДата : 19.10\nдискретная,1
на следующей неделе в 10:00 начнётся запись на пересдачу типовой расчет по дискретная математика,0
Сегодня в 10:00 будет запись типовики по аглосы (АСД),0
завтра в 9:00 начнётся запись лаб. работа по дискретная мат.,0
перенос лабораторная по аглосы (АСД) на завтра,0
На следующей неделе в 10:00 откроется запись на пересдачу лаб. работа по оп,0
перенос лабораторные по основы программирования на завтра,0
переносится коллок по асд на 03.11,0
Коллок №4:\nдискретная\nдата — 26.03,1
Отмена лабораторные по основы проги в это воскресенье,0
Лабораторная - исрпо - дата - 11.03,1
Типовой расчет №2 и №4 по дисциплине ИСРПО — дата — 10.01,1
Лаб. работа №1:\nДата: 13.9\nисрпо,1
переносится коллок. по исрпо на 03.11,0
перенос по расписанию коллок. по дискретная на след. неделю,0
Досдача Лабораторные №2:\nДата - 12.02 (основной период)\nинстр. средства разработки ПО,1
Досдача Коллоквиум Инструментальные средства разработки ПО: дата - 04.03 (досрок),1
Типовые расчёты №3:\nдискретка\nДата - 12.02,1
Сегодня в 15:00 запись откроется лаба по аглосы,0
Коллок.:\nосновы проги\nДата - 20.2,1
Типовик №2 по дисциплине ИСРПО - дата : 25.03,1
завтра в 9:00 начнётся запись на пересдачу лабораторные по оп,0
Коллок.:\nДата : 19.9 (основной период)\nДМ,1
Лабораторная работа инстр. средства разработки ПО: дата : 12.10,1
завтра в 10:00 откроется запись лабораторные по инстр. средства разработки по,0
Завтра в 10:00 начнётся запись на пересдачу типовик по оп,0
На следующей неделе в 10:00 будет запись на пересдачу лаб. работа по АиСД,0
перенос по расписанию типовики по ОП на 22.10,0
Лаб. работа №1 и №2 оп: дата - 21.03 (досдача),1
Лаба №1:\nоп\nДата — 11.04 (досдача),1
Сегодня в 10:00 запись откроется на сдачу лаб. работа по дискретка,0
На следующей неделе  запись откроется на пересдачу коллоквиум по дискретка ДМ,0
Лаба №4 и №6:\nДата : 22.02,1
Лаб. работа №1:\nисрпо\nдата: 18.12 (досрок),1
переносится типовик по ИСРПО на завтра,0
Лаба №4\nДата: 20.5 (основной период)\nИнструментальные средства разработки ПО,1
Сегодня в 15:00 откроется запись на защиту типовой расчёт по основы проги,0
отмена типовой расчёт по оп сегодня,0
перенос по расписанию коллоквиум по Дискретная математика на завтра,0
отмена лабораторная по алгоритмы и структуры сегодня,0
Досдача Типовые расчёты:\nДата — 11.01\nИСРПО,1
Типовые расчёты:\nдата: 21.05 (основной период),1
перенос лаба по АиСД на 20.10,0
Защита Типовик №4:\nдискретка ДМ\nдата - 13.5,1
перенос лабораторные по инстр. средства разработки по на 20.10,0
Коллоквиум №3:\nдискретная мат.\nДата - 10.01 (досдача),1
Лаба №3:\nДМ\nдата : 13.11,1
Защита Коллок. №3 по дисциплине Основы программирования: дата: 16.5 (досдача),1
Завтра в 15:00 начнётся запись лаб. работа по аглосы,0
На следующей неделе в 9:00 будет запись на сдачу лабораторная по аглосы,0
Коллок. №4 по АиСД - дата - 09.05 (досрок),1
Завтра  начнётся запись на защиту коллок по инстр. средства разработки ПО,0
Отмена лабораторная работа по алгоритмы и структуры в это воскресенье,0
Отмена лабораторная по Дискретная математика в это воскресенье,0
Лабораторная работа №4:\nОП\nДата - 20.1,1
Лаб. работа №2:\nАлгоритмы и структуры данных\nДата - 05.02 (досдача),1
отмена коллок по дискретка 20.10,0
Типовик №3 Инструментальные средства разработки ПО | дата - 25.12,1
сегодня в 10:00 начнётся запись на пересдачу лабораторные по основы программирования,0
отмена типовой расчет по дискретная мат. сегодня,0
Досдача Лабораторная №1:\nдискретная мат.\nДата — 12.03,1
отмена лабораторные по основы проги в это воскресенье,0
Сегодня в 15:00 будет запись на пересдачу коллоквиум по ИСРПО,0
Лабораторная:\nдискретка ДМ\nДата: 08.04 (основной период),1
Коллок №3:\nдискретка\nДата : 9.1,1
Лабораторные:\nоп\nдата — 06.02 (досрок),1
переносится лабораторная по АСД на завтра,0
На следующей неделе в 9:00 запись откроется на сдачу типовики по исрпо,0
Лабораторные №1 по АиСД | дата : 8.10,1
перенос лаб. работа по дискретка ДМ на 03.11,0
Сегодня в 10:00 запись откроется лаба по основы проги,0
перенос по расписанию лабораторная по Дискретная математика на 22.10,0
перенос лаба по оп на завтра,0
Коллок. №3:\nдата: 05.02\nАлгоритмы и структуры данных,1
Завтра в 15:00 будет запись на защиту коллок по дискретка ДМ,0
перенос типовой расчёт по АиСД на 03.11,0
перенос по расписанию лабораторная по основы проги на завтра,0
Сегодня в 9:00 запись откроется на защиту лаба по дискретка ДМ,0
Завтра в 15:00 откроется запись на защиту лабораторные по инстр. средства разработки ПО,0
перенос коллок. по инстр. средства разработки по на след. неделю,0
Типовые расчеты №3:\nДата — 03.11 (основной период)\nаглосы (АСД),1
Лаба №1:\nДата : 03.04\nдискретная,1
переносится коллок. по дискретка на 20.10,0
Сегодня  запись откроется типовой расчет по алгоритмы и структуры,0
Досдача Лабораторные №3 по дисциплине ИСРПО: дата: 11.01 (досрок),1
перенос по расписанию коллок. по алгоритмы и структуры данных на след. неделю,0
Лабораторная работа №4:\nисрпо\nДата — 12.10,1
Досдача Лабораторные №2:\nДискретная математика\nДата: 04.12,1
Типовой расчёт №4 и №6:\nДата — 7.12,1
Защита Коллок №4\nАСД\nДата - 19.9,1
перенос типовой расчет по Алгоритмы и структуры данных на 20.10,0
Отмена типовой расчет по дискретка сегодня,0
Защита Типовой расчёт №1:\nИнструментальные средства разработки ПО\nДата - 10.11 (досрок),1
перенос по расписанию коллок. по дискретка на след. неделю,0
переносится коллок. по основы проги на 03.11,0
отмена коллоквиум по дискретная сегодня,0
Сегодня в 15:00 начнётся запись коллоквиум по инстр. средства разработки ПО,0
Досдача Лаб. работа №1:\nДата : 17.4,1
Завтра  начнётся запись на пересдачу лабораторная по инстр. средства разработки ПО,0
На следующей неделе в 10:00 запись откроется на сдачу типовики по исрпо,0
Отмена коллоквиум по Инструментальные средства разработки ПО в это воскресенье,0
Досдача Лаба №2 по дискретка ДМ — дата: 18.11,1
На следующей неделе в 10:00 запись откроется на пересдачу типовой расчет по ДМ,0
отмена лаба по алгоритмы и структуры данных 20.10,0
Защита Лабораторная работа №2 - ИСРПО — дата - 19.12 (досрок),1
перенос по расписанию лабораторные по инстр. средства разработки ПО на завтра,0
переносится лабораторные по Дискретная математика на след. неделю,0
Типовики №3:\nдискретная мат.\nДата - 11.11 (досрок),1
Отмена лабораторная работа по основы проги 20.10,0
переносится коллок. по алгоритмы и структуры на 22.10,0
на следующей неделе в 15:00 начнётся запись на пересдачу коллок по исрпо,0
Типовые расчёты №1 и №3 по АиСД — дата — 16.4 (основной период),1
на следующей неделе  будет запись на сдачу лабораторная по дискретка дм,0
Лаба:\nдискретка\nДата — 26.3,1
Досдача Типовые расчёты №4 и №5:\nдата — 11.05,1
переносится лаба по дискретная математика на 22.10,0
Коллок. №1 и №3:\nАлгоритмы и структуры данных\nДата : 17.5 (досрок),1
перенос коллок. по дискретная математика на 22.10,0
Завтра в 9:00 запись откроется коллоквиум по АиСД,0
Завтра в 10:00 начнётся запись на сдачу коллок по Дискретная математика,0
Лабораторная работа №3:\nисрпо\nДата: 06.03,1
Досдача Лабораторная работа №1 и №3 Алгоритмы и структуры данных | дата — 14.03,1
Досдача Коллок.:\nДата - 28.11 (досрок)\nИнструментальные средства разработки ПО,1
Лабораторные ОП - дата: 21.2 (досдача),1
Досдача Коллоквиум №3 и №5:\nдискретка\nДата — 04.02 (досрок),1
Сегодня в 9:00 запись откроется на пересдачу коллоквиум по основы проги,0
Защита Типовой расчет №3:\nИнструментальные средства разработки ПО\nДата: 24.02 (досрок),1
отмена лабораторная работа по аглосы (асд) 20.10,0
отмена лаб. работа по основы программирования 20.10,0
Защита Лаб. работа №2:\nИСРПО\nДата : 12.04,1
Отмена коллоквиум по Основы программирования в это воскресенье,0
Лаба\nДата : 20.01\nОП,1
На следующей неделе  запись откроется на защиту лаба по исрпо,0
Типовой расчёт №2:\nДата — 11.02 (досрок)\nАиСД,1
перенос коллоквиум по исрпо на 03.11,0
На следующей неделе в 10:00 будет запись на защиту лаб. работа по Основы программирования,0
Завтра в 9:00 начнётся запись на пересдачу лабораторная по дискретная мат.,0
Досдача Лабораторная №4:\nдискретка\nДата: 26.02,1
Отмена коллок. по Основы программирования 20.10,0
Отмена лабораторная по ИСРПО 20.10,0
Лаб. работа №2:\nинстр. средства разработки ПО\nДата : 03.03,1
Лабораторная №4 и №5:\nДата — 23.10 (основной период),1
перенос по расписанию лабораторные по алгоритмы и структуры данных на завтра,0
сегодня в 10:00 откроется запись на сдачу типовые расчёты по дискретка дм,0
Лаба №2 по дискретка ДМ: дата - 07.01,1
Защита Лабораторные №4:\nДискретная математика\nДата — 24.2,1
завтра в 10:00 будет запись на пересдачу лабораторная по дискретка дм,0
Коллок №1:\nдата: 3.12\nоп,1
Отмена коллок по Основы программирования в это воскресенье,0
Завтра  будет запись типовики по Инструментальные средства разработки ПО,0
перенос по расписанию типовик по основы программирования на 03.11,0
Типовые расчеты №1:\nисрпо\nДата : 12.02,1
Лабораторные №3 - дискретка ДМ | дата : 19.12,1
на следующей неделе в 15:00 будет запись на защиту типовые расчеты по оп,0
Лабораторная работа №3 по дисциплине Инструментальные средства разработки ПО: дата : 24.11 (досдача),1
Коллоквиум №2 по дискретная мат. — дата - 24.4,1
Сегодня в 9:00 откроется запись на пересдачу коллок. по АСД,0
Лабораторная работа №1 - исрпо | дата - 24.1 (основной период),1
Лаба\nДата - 12.12,1
Защита Коллок. №1:\nдискретная\nДата : 08.10,1
На следующей неделе  начнётся запись на сдачу лабораторные по Алгоритмы и структуры данных,0
Лабораторная работа №4:\nДата - 18.4 (основной период)\nдискретка,1
Лаб. работа №1 исрпо — дата: 11.3 (досрок),1
перенос по расписанию коллок по инстр. средства разработки ПО на 22.10,0
сегодня  будет запись лаба по алгоритмы и структуры,0
Защита Типовые расчеты №4:\nОП\nдата — 20.02,1
переносится коллок. по Алгоритмы и структуры данных на 22.10,0
перенос лабораторная по ИСРПО на 03.11,0
Коллок. №2:\nДата — 23.10\nАлгоритмы и структуры данных,1
Отмена лабораторная работа по АиСД сегодня,0
Защита Лабораторная №1\nДата: 17.05\nдискретка,1
Лабораторные по дисциплине ДМ: дата : 27.5 (основной период),1
Коллок.:\nДата : 27.9 (основной период)\nосновы проги,1
Лаб. работа:\nДата - 14.05 (досрок)\nИнструментальные средства разработки ПО,1
перенос по расписанию коллок по оп на 03.11,0
Досдача Лаб. работа №2 ОП: дата : 11.02 (досдача),1
Лабораторная работа по ДМ — дата : 22.10 (досдача),1
Лабораторная работа №1:\nДата : 09.01,1
На следующей неделе в 10:00 откроется запись на сдачу коллок по ДМ,0
Лаб. работа:\nДата: 14.02\nдискретная мат.,1
сегодня  запись откроется на пересдачу коллок по исрпо,0
Досдача Коллок. №2 - исрпо | дата : 20.02 (основной период),1
Типовой расчет №3:\nДМ\nДата — 27.09 (досрок),1
перенос по расписанию типовой расчёт по ДМ на 22.10,0
Типовой расчёт №2 и №3:\nДата : 26.3\nинстр. средства разработки ПО,1
На следующей неделе в 10:00 будет запись на пересдачу типовик по АиСД,0
Лаб. работа №4 - ИСРПО: дата - 03.03,1
перенос коллок. по аглосы на завтра,0
Лаб. работа №4 по ОП: дата — 25.04 (досрок),1
Отмена коллоквиум по дискретка 20.10,0
Защита Лабораторная №2:\nдискретная мат.\nДата: 26.11,1
отмена типовой расчет по аглосы в это воскресенье,0
Типовой расчет:\nДата : 05.05\nосновы проги,1
Лабораторная\nДата: 11.2 (основной период),1
Завтра в 9:00 начнётся запись на защиту коллок по ИСРПО,0
Типовики №3 и №5\nДата: 19.10 (досрок)\nдискретная,1
Лабораторная №2:\nДата - 20.01,1
Завтра в 10:00 будет запись на защиту лабораторная по аглосы (АСД),0
Типовик №1:\nдискретка ДМ\nдата : 21.12,1
Отмена лабораторная по дискретка 20.10,0
Лабораторная работа №2 Основы программирования - дата - 05.12,1
перенос по расписанию коллок. по аглосы на 20.10,0
переносится коллок. по Инструментальные средства разработки ПО на 22.10,0
Типовой расчет №4\nинстр. средства разработки ПО\nДата - 2.5 (досдача),1
Лабораторные №1\nДата - 14.11\nИСРПО,1
Завтра в 9:00 будет запись лабораторная работа по АиСД,0
Сегодня в 9:00 откроется запись на пересдачу лабораторная работа по исрпо,0
Защита Типовой расчёт\nИСРПО\nДата — 26.02,1
Коллоквиум:\nДата - 10.04\nдискретная мат.,1
Лабораторная №3 и №4 АСД: дата : 19.10 (основной период),1
Завтра в 9:00 запись откроется лабораторная по оп,0
Досдача Лабораторная №3\nдата: 08.04\nалгоритмы и структуры,1
Коллоквиум №2:\nДата: 17.4\nдискретка ДМ,1
Типовые расчеты №1 и №3:\nаглосы (АСД)\nДата - 18.1,1
переносится лаба по аглосы на след. неделю,0
Коллок.:\nДата - 05.02 (досдача)\nалгоритмы и структуры,1
На следующей неделе в 10:00 начнётся запись типовые расчеты по ОП,0
перенос по расписанию коллок. по аглосы (асд) на завтра,0
Коллок - АиСД: дата — 16.4,1
Коллок. №4:\nаглосы (АСД)\nДата - 20.5,1
Защита Коллок. №4:\nинстр. средства разработки ПО\nДата — 20.03,1
Завтра в 10:00 начнётся запись типовой расчёт по оп,0
Сегодня  начнётся запись лабораторная работа по Дискретная математика,0
перенос лабораторная по дискретка ДМ на 03.11,0
Коллоквиум №4 - инстр. средства разработки ПО | дата: 23.03,1
перенос лаба по основы проги на завтра,0
Отмена коллок по дискретка ДМ в это воскресенье,0
Защита Типовой расчет:\nОсновы программирования\nДата : 12.10 (основной период),1
переносится типовик по ИСРПО на 22.10,0
На следующей неделе в 10:00 будет запись на сдачу лаб. работа по Инструментальные средства разработки ПО,0
перенос по расписанию лаб. работа по оп на 20.10,0
Лабораторные №2 - АиСД | дата — 05.01 (досрок),1
Типовые расчёты №2:\nосновы проги\nДата - 9.12 (досрок),1
Типовики №2:\nДата - 28.01\nОсновы программирования,1
Отмена лаб. работа по дискретка сегодня,0
перенос по расписанию лаба по Дискретная математика на 22.10,0
Досдача Лабораторная №2 по Алгоритмы и структуры данных - дата: 24.9 (основной период),1
Отмена коллок. по АиСД в это воскресенье,0
Завтра в 10:00 откроется запись на пересдачу типовой расчет по АСД,0
Лабораторные №1 и №2 по дисциплине Основы программирования — дата : 11.5,1
перенос по расписанию лабораторная по дискретная математика на 22.10,0
Отмена типовой расчёт по дискретная мат. 20.10,0
перенос по расписанию типовой расчет по дискретная на след. неделю,0
перенос лабораторная работа по основы проги на 03.11,0
Типовой расчёт №1 - Дискретная математика | дата - 28.10,1
Типовики №4 и №6 ИСРПО — дата: 11.09 (основной период),1
Типовик №4:\nдата : 22.4 (досдача)\nИнструментальные средства разработки ПО,1
Досдача Типовые расчёты\nДата - 10.4\nАлгоритмы и структуры данных,1
Лабораторная работа №1\nдискретная мат.\nДата: 11.3,1
Коллоквиум №2:\nДата : 10.10\nИнструментальные средства разработки ПО,1
перенос по расписанию лаба по Основы программирования на 22.10,0
отмена лаба по исрпо сегодня,0
переносится коллок по Основы программирования на 03.11,0
Коллок №1 по Алгоритмы и структуры данных - дата : 21.11,1
Типовой расчет №3 дискретная мат.: дата — 18.2,1
Отмена лаб. работа по дискретная мат. 20.10,0
Защита Лаб. работа №1:\nаглосы\nдата : 18.4,1
Защита Лаба №4:\nДата : 14.05 (досрок)\nоп,1
Отмена коллоквиум по АСД в это воскресенье,0
Досдача Лаба №3 - АиСД | дата : 17.09 (досрок),1
Защита Коллок №4:\nинстр. средства разработки ПО\nДата — 22.05 (досдача),1
Лабораторная работа:\nДата: 16.9,1
Завтра в 10:00 запись откроется на пересдачу коллок по дискретка,0
Отмена коллок по алгоритмы и структуры 20.10,0
отмена лабораторная работа по основы программирования в это воскресенье,0
перенос по расписанию коллоквиум по ДМ на 03.11,0
Лабораторные №1 и №3:\nосновы проги\nДата - 06.10 (досрок),1
Типовики №1:\nинстр. средства разработки ПО\nДата - 15.4,1
Завтра в 10:00 откроется запись коллок по основы проги,0
отмена лабораторная по аисд в это воскресенье,0
переносится типовой расчёт по дискретка на 22.10,0
Лаб. работа №4 по дисциплине Основы программирования: дата : 24.1,1
Лаба №4:\nосновы проги\nдата: 26.5 (досдача),1
сегодня в 15:00 запись откроется на сдачу типовик по аглосы (асд),0
Лабораторные:\nДата - 20.01\nИСРПО,1
Лаба №4 и №6\nисрпо\nдата : 07.12 (досрок),1
Сегодня в 9:00 будет запись на защиту лаба по исрпо,0
Сегодня в 9:00 откроется запись лаба по оп,0
Лабораторная работа №4 и №5 по дисциплине ИСРПО - дата - 9.4 (основной период),1
переносится типовик по дискретная математика на завтра,0
Завтра в 15:00 начнётся запись на пересдачу лабораторные по ДМ,0
Лабораторные №3 по исрпо | дата : 27.11 (досрок),1
На следующей неделе  будет запись на защиту лаб. работа по АСД,0
Сегодня в 9:00 откроется запись на защиту лабораторная работа по оп,0
Завтра в 9:00 будет запись типовой расчёт по ИСРПО,0
перенос по расписанию лаба по оп на 03.11,0
Лабораторная\nДМ\nДата - 7.12,1
На следующей неделе в 9:00 будет запись на защиту типовик по алгоритмы и структуры,0
Типовики №1:\nДМ\nДата: 11.12 (досрок),1
Завтра  запись откроется на пересдачу лабораторная по исрпо,0
Коллоквиум №4:\nинстр. средства разработки ПО\nДата — 25.10 (досдача),1
перенос типовик по Алгоритмы и структуры данных на 22.10,0
Коллок. №2 по дисциплине исрпо: дата — 14.04,1
Досдача Коллоквиум №2:\nДата : 02.04 (основной период)\nосновы проги,1
Лаб. работа №2:\nдискретная\nдата : 9.9 (досдача),1
Отмена типовики по дискретная мат. в это воскресенье,0
Коллок №2\nИСРПО\nДата - 26.01,1
перенос по расписанию коллок. по Инструментальные средства разработки ПО на завтра,0
Лабораторная работа №2:\nДата — 23.03,1
Типовики:\nДата — 22.5,1
Отмена лабораторная работа по аглосы сегодня,0
на следующей неделе  будет запись типовики по основы программирования,0
Завтра в 9:00 начнётся запись коллок по Дискретная математика,0
Типовые расчеты:\nдата - 18.03 (досрок)\nинстр. средства разработки ПО,1
Лаба №2:\nОП\nДата - 9.5,1
Лабораторная работа №1:\nОП\nДата — 23.12,1
перенос лабораторная по оп на 03.11,0
Лабораторная работа №3:\nалгоритмы и структуры\nДата: 14.10,1
Отмена коллок по исрпо в это воскресенье,0
Защита Лабораторная:\nДата : 03.05,1
сегодня в 10:00 запись откроется на пересдачу лабораторная по исрпо,0
На следующей неделе в 10:00 начнётся запись лабораторные по аглосы (АСД),0
На следующей неделе в 10:00 откроется запись на защиту коллок. по ИСРПО,0
Отмена коллок по аглосы (АСД) 20.10,0
отмена коллок. по основы проги в это воскресенье,0
Типовики по основы проги | дата - 22.09 (досрок),1
Отмена коллок. по инстр. средства разработки ПО сегодня,0
Отмена лабораторная по основы проги 20.10,0
Защита Типовой расчет\nДата: 2.3 (досрок)\nАСД,1
На следующей неделе в 9:00 запись откроется на пересдачу типовик по дискретка ДМ,0
Коллок №3 по дисциплине ОП — дата: 22.01 (досдача),1
Защита Коллок №3:\nИСРПО\nДата: 6.12,1
перенос типовой расчёт по ОП на 20.10,0
Досдача Коллок. №4\nАлгоритмы и структуры данных\nДата - 24.2,1
переносится лаб. работа по дискретка дм на 22.10,0
Коллок №2 по дискретка ДМ — дата : 07.09 (досрок),1
Лаба по ИСРПО: дата - 23.3 (основной период),1
переносится лаб. работа по аглосы (АСД) на 20.10,0
отмена лаб. работа по алгоритмы и структуры сегодня,0
Сегодня в 10:00 запись откроется типовые расчёты по Алгоритмы и структуры данных,0
Типовые расчеты №2\nДата - 7.9 (основной период)\nОсновы программирования,1
Типовой расчет\nАлгоритмы и структуры данных\nДата : 18.11,1
Типовые расчеты №2:\nдата : 25.01 (досрок)\nОП,1
Типовик №3 АиСД - дата: 22.01,1
перенос лабораторные по основы проги на 03.11,0
Лаба №4:\nаглосы (АСД)\nДата — 02.05,1
Коллок. №4 АиСД — дата : 20.2 (основной период),1
завтра в 9:00 будет запись на пересдачу типовые расчеты по основы программирования,0
переносится лаба по аглосы на завтра,0
Завтра в 9:00 начнётся запись на пересдачу коллоквиум по исрпо,0
на следующей неделе в 15:00 будет запись на защиту коллоквиум по оп,0
Досдача Лабораторные №3:\nдискретная\nДата : 13.1,1
Сегодня в 10:00 начнётся запись на сдачу лабораторная по дискретная мат.,0
перенос по расписанию лабораторные по дискретка дм на 22.10,0
Типовой расчет №2 - оп: дата : 14.3,1
Лаба №2:\nОП\nДата: 1.11,1
Защита Типовой расчёт по дискретная мат. | дата - 06.01,1
Защита Типовой расчет №4 - ИСРПО | дата : 28.05,1
Защита Коллок №3:\nдата : 24.4 (основной период)\nДМ,1
Типовик №2:\nИСРПО\nдата — 16.1,1
Отмена лабораторная по основы проги сегодня,0
Лабораторная №2 по дисциплине дискретная мат. - дата — 23.05 (основной период),1
Отмена коллок по Дискретная математика в это воскресенье,0
на следующей неделе  будет запись лабораторная по аглосы (асд),0
на следующей неделе  будет запись коллок. по инстр. средства разработки по,0
отмена коллок по аглосы в это воскресенье,0
Типовые расчеты №3:\nосновы проги\nДата: 18.3,1
перенос типовик по основы программирования на 20.10,0
перенос коллок. по инстр. средства разработки ПО на 20.10,0
Лабораторная работа №3 по аглосы (АСД) | дата: 20.04 (досдача),1
Досдача Типовые расчеты:\nДата — 16.10 (основной период)\nдискретная,1
перенос по расписанию лабораторная работа по дискретка на след. неделю,0
перенос по расписанию типовой расчет по дискретная на 03.11,0
Защита Коллоквиум:\nДата : 28.09\nисрпо,1
Досдача Лаба №2:\nДата — 26.4 (досдача)\nосновы проги,1
На следующей неделе в 9:00 будет запись на пересдачу типовые расчёты по дискретка,0
Лабораторные №3 по основы проги - дата - 18.01,1
завтра  откроется запись на пересдачу лабораторные по алгоритмы и структуры данных,0
перенос по расписанию лабораторные по инстр. средства разработки ПО на 03.11,0
Лабораторная работа №3 по инстр. средства разработки ПО: дата - 14.1 (досдача),1
Коллок №4 аглосы (АСД) | дата : 5.11,1
Защита Коллок.:\nДата — 11.02 (досдача),1
перенос лабораторные по АиСД на 20.10,0
Лабораторные:\nДата: 28.04 (досдача)\nосновы проги,1
Отмена коллок по АиСД в это воскресенье,0
переносится типовой расчет по основы проги на след. неделю,0
Завтра в 10:00 запись откроется на пересдачу лабораторная работа по АиСД,0
Лабораторная №4 по дисциплине аглосы — дата: 08.01,1
переносится коллок. по дискретная на завтра,0
перенос по расписанию типовые расчёты по исрпо на 03.11,0
Лабораторные:\nДата — 26.2,1
Коллоквиум:\nДата: 12.5\nОП,1
отмена лаб. работа по исрпо в это воскресенье,0
отмена типовые расчёты по исрпо сегодня,0
Досдача Лаба №3:\nДискретная математика\nДата — 9.9,1
переносится типовик по основы проги на 20.10,0
Типовой расчет №4 по дисциплине основы проги - дата: 19.11,1
Отмена типовик по Дискретная математика 20.10,0
завтра в 15:00 будет запись на защиту лабораторные по инструментальные средства разработки по,0
Досдача Лабораторные №4 - Инструментальные средства разработки ПО: дата — 13.1 (основной период),1
Лабораторная работа №3 - ИСРПО - дата : 11.12,1
отмена лабораторная работа по основы программирования 20.10,0
Лабораторная №4 - АиСД — дата - 20.3,1
Типовик:\nДата: 23.4\nДискретная математика,1
Лабораторная работа по ОП — дата - 16.5 (досрок),1
переносится коллоквиум по аглосы (АСД) на 03.11,0
Защита Лаба №3:\nаглосы (АСД)\nдата : 10.3 (досрок),1
перенос по расписанию типовой расчёт по инстр. средства разработки по на 03.11,0
Сегодня в 15:00 будет запись типовые расчёты по алгоритмы и структуры,0
Лабораторные №3:\nдискретка\nДата - 04.09,1
Досдача Типовик №4:\nоп\nДата : 10.3,1
перенос по расписанию типовые расчёты по оп на 20.10,0
Коллок №4:\nаглосы\nДата - 21.4,1
Сегодня  будет запись лабораторная по аглосы (АСД),0
Лабораторные №2:\nИнструментальные средства разработки ПО\nДата: 06.04 (досдача),1
Отмена коллок по основы проги в это воскресенье,0
Типовые расчёты:\nДата: 04.12\nОП,1
Лабораторные №4:\nДата — 21.05\nисрпо,1
Досдача Лаба №3:\nаглосы\nДата : 10.4,1
Типовики №2 по дисциплине Дискретная математика | дата: 28.03,1
Досдача Лаба №4:\nДата - 7.2\nосновы проги,1
перенос коллок по дискретка ДМ на 03.11,0
перенос лабораторная по Основы программирования на 20.10,0
Коллок. №3 по дисциплине АСД — дата - 23.5,1
Защита Лабораторная работа №2:\nИнструментальные средства разработки ПО\nДата : 24.10,1
Досдача Коллок. №3 дискретка - дата: 08.04,1
Коллоквиум №2:\nаглосы (АСД)\nДата: 27.01 (досрок),1
Завтра  запись откроется на пересдачу лабораторная работа по дискретная,0
Сегодня в 10:00 запись откроется на пересдачу лаба по дискретная мат.,0
Сегодня в 15:00 будет запись на защиту лабораторные по ИСРПО,0
перенос коллоквиум по аглосы на 20.10,0
завтра  запись откроется на пересдачу лабораторная работа по аглосы,0
Коллок №3:\nисрпо\nДата: 10.5,1
Лабораторная №2\nаглосы (АСД)\nДата - 19.12 (досрок),1
Типовой расчет №1:\nДМ\nДата: 20.5,1
Защита Коллоквиум №1:\nдискретка\nДата: 11.12 (основной период),1
Досдача Лаба №2 дискретная мат.: дата — 04.05 (досрок),1
На следующей неделе в 9:00 будет запись на пересдачу лабораторная по оп,0
Защита Типовик №1 и №2:\nдискретная мат.\nДата — 22.10,1
Досдача Лаб. работа №2:\nОП\nДата: 15.4 (досдача),1
Коллоквиум №4 по оп: дата — 23.10 (основной период),1
Сегодня в 10:00 начнётся запись на сдачу лабораторные по Инструментальные средства разработки ПО,0
завтра в 10:00 будет запись лаба по оп,0
Защита Коллоквиум №4:\nдискретная\nДата — 12.12 (основной период),1
Информация по коллоку будет позже,0
Лабораторная №1 по Основы программирования: дата: 10.5,1
Лабораторная работа №2:\nДата — 21.3 (основной период)\nИСРПО,1
Лабораторные №1 ИСРПО - дата — 10.12 (досдача),1
переносится типовики по аглосы на 20.10,0
Коллок №4 - дискретная - дата - 21.9 (основной период),1
Типовики №3:\nАиСД\nдата - 04.11,1
Лабораторная работа - АиСД - дата: 16.04,1
на следующей неделе в 15:00 откроется запись на пересдачу лабораторная работа по основы проги,0
Типовой расчет №4 и №5 оп | дата - 18.4,1
переносится коллок. по ОП на 20.10,0
Досдача Коллоквиум №1:\nДата: 22.01 (досрок),1
отмена коллок. по дискретная мат. в это воскресенье,0
Отмена типовики по Инструментальные средства разработки ПО в это воскресенье,0
перенос по расписанию коллоквиум по аглосы (асд) на 20.10,0
